,,S1-06,,,지역별/성별 임직원 수는 얼마인가?,,,EVID_S1_06
,,S1-07,,,직군별 인력 현황은 어떠한가?,,,EVID_S1_07
,,S1-08,,,연령별 인력 현황은 어떠한가?,,,EVID_S1_08
,,S1-09,,,국적별 인력 및 관리직 현황은 어떠한가?,,,EVID_S1_09
,,S1-10,,,소속 외 근로자 수는 몇 명인가?,,,EVID_S1_10
,,S1-11,,,신규채용 인원은 성별/연령/국적별로 몇 명인가?,,,EVID_S1_11
,,S1-12,,,노동조합 가입/단체협약 적용 비율은 얼마인가?,,,EVID_S1_12
,,S1-13,,,파업 발생 건수와 근로손실일수는 얼마인가?,,,EVID_S1_13
,,S1-14,,,육아휴직 사용/복귀/유지 현황은 어떠한가?,,,EVID_S1_14
,,S1-15,,,내부충원 비율과 청년인턴 정규직 전환율은 얼마인가?,,,EVID_S1_15
,,S1-16,,,총 이직률/자발적 이직률 및 성별·연령·직급별 세부 이직 현황은 어떠한가?,,,EVID_S1_16
,산업안전·보건,S2-01,산업안전 및 보건,Safety,안전보건 방침과 관리시스템이 수립되어 있는가?,,,OHS_SYSTEM
,,S2-02,,,위험성평가와 사고조사 프로세스를 운영하는가?,,,HAZARD_PROCESS
,,S2-03,,,안전보건위원회 등 근로자 참여 메커니즘이 있는가?,,,OHS_PARTICIPATION
,,S2-04,,,안전보건 교육 이수율을 관리하는가?,,,OHS_TRAINING
,,S2-05,,,업무상 재해율(TRIR/LTIFR)을 산출하는가?,,,TRIR_LTIFR
,,S2-06,,,사망사고 및 중대재해 건수와 후속조치를 관리하는가?,,,FATALITIES_MAJOR
,교육·역량개발,S3-01,교육·역량개발,Talent,교육훈련·경력개발 정책이 있는가?,,,LEARNING_POLICY
,,S3-02,,,1인당 연간 교육시간을 집계할 수 있는가?,,,AVG_TRAINING_HOURS
,,S3-03,,,성과·경력개발 평가 실시율을 관리하는가?,,,PERFORMANCE_REVIEW
,,S3-04,,,핵심직무 교육 목표와 달성률을 관리하는가?,,,CRITICAL_SKILL_TARGET
,,S3-05,,,총 교육비용 및 1인당 교육비용은 얼마인가?,,,EVID_S3_05
,,S3-06,,,직급/성별/연령별 1인당 교육시간은 얼마인가?,,,EVID_S3_06
,,S3-07,,,1인당 교육일수는 얼마인가?,,,EVID_S3_07
,,S3-08,,,정기 성과평가 적용 비율은 전체/성별 기준 얼마인가?,,,EVID_S3_08
,다양성·포용,S4-01,다양성·포용,Diversity,다양성·포용 및 차별금지 원칙이 정책으로 선언되어 있는가?,,,DEI_POLICY
,,S4-02,,,성별 인력구성과 관리직 비중을 집계할 수 있는가?,,,GENDER_DIVERSITY
,,S4-03,,,성별 임금격차 또는 보수격차를 산출하는가?,,,GENDER_PAY_GAP
,,S4-04,,,차별·괴롭힘 신고와 시정조치를 관리하는가?,,,DISCRIMINATION_CASES
,,S4-05,,,여성 임원 수와 비율은 얼마인가?,,,EVID_S4_05
,,S4-06,,,여성 임직원 수와 비율은 얼마인가?,,,EVID_S4_06
,,S4-07,,,여성 관리자 수와 비율은 얼마인가?,,,EVID_S4_07
,,S4-08,,,여성 하급 관리자 수와 비율은 얼마인가?,,,EVID_S4_08
,,S4-09,,,수익창출 부서 여성 임직원 비율은 얼마인가?,,,EVID_S4_09
,,S4-10,,,STEM 직책 여성 임직원 비율은 얼마인가?,,,EVID_S4_10
,,S4-11,,,성별 평균 총급여 및 직급별 기본급/총급여 차이는 어떠한가?,,,EVID_S4_11
,,S4-12,,,장애인 근로자 수와 고용률은 얼마인가?,,,EVID_S4_12
,인권·grievance·구제,S5-01,인권 및 grievance,Human Rights,인권정책이 UNGP/OECD 기준을 반영하여 수립되어 있는가?,,,HR_POLICY
,,S5-02,,,salient human rights issues와 영향평가를 수행하는가?,,,SALIENT_HR_ISSUES
,,S5-03,,,내부 grievance 채널이 존재하며 익명성·보복금지가 보장되는가?,,,HR_GRIEVANCE_CHANNEL
,,S5-04,,,인권 grievance 접수 건수를 관리하는가?,,,HR_GRIEVANCE_COUNT
,,S5-05,,,인권 grievance 종결률과 평균 처리일수를 산출하는가?,,,HR_GRIEVANCE_CLOSE
,,S5-06,,,중대한 인권 incident와 remedy 제공 건수를 관리하는가?,,,HR_REMEDIATION_CASES
,공급망 인권·노동,S6-01,공급망 인권 및 노동,Supply Chain_social,공급업체 행동규범에 노동·인권 요구사항이 포함되어 있는가?,,,SUPPLIER_CODE
,,S6-02,,,공급망 인권·노동 리스크 스크리닝 및 실사 프로세스를 운영하는가?,,,SUPPLIER_DD_PROCESS
,,S6-03,,,고위험 공급업체 비중을 산출하는가?,,,HIGH_RISK_SUPPLIER_RATIO
,,S6-04,,,공급업체 사회실사/감사 수행률을 관리하는가?,,,SUPPLIER_AUDIT_RATE
,,S6-05,,,공급업체 CAP 완료율을 추적하는가?,,,SUPPLIER_CAP_CLOSE
,,S6-06,,,강제노동·아동노동 등 중대 위반 건수와 공급망 grievance를 관리하는가?,,,SUPPLIER_BREACH_GRIEVANCE
,지역사회·이해관계자,S7-01,지역사회 및 이해관계자,Community,주요 사업장에 대해 지역사회 참여 또는 영향평가를 실시하는가?,,,COMMUNITY_ASSESSMENT
,,S7-02,,,지역사회 grievance 채널과 대응 절차를 운영하는가?,,,COMMUNITY_CHANNEL
,,S7-03,,,지역사회 grievance 접수 건수와 종결률을 관리하는가?,,,COMMUNITY_GRIEVANCE_COUNT
,,S7-04,,,지역사회 투자 및 상생 프로그램 집행액을 관리하는가?,,,COMMUNITY_INVEST
,지역사회 및 이해관계자,S7-05,,,지역사회 투자·기부·상업용 지출 및 권역별 지출은 얼마인가?,,,EVID_S7_05
,,S7-06,,,봉사횟수·봉사인원·봉사시간은 얼마나 되는가?,,,EVID_S7_06
,,S7-07,,,협회·후원단체별 지출금액은 얼마인가?,,,EVID_S7_07
,제품책임·고객안전,S8-01,제품책임 및 고객안전,Product_resp,제품/서비스 안전 및 품질관리 체계와 리콜 프로세스가 있는가?,,,PRODUCT_SAFETY_SYSTEM
,,S8-02,,,제품안전 법규 위반·리콜·중대 incident를 관리하는가?,,,PRODUCT_RECALLS
,,S8-03,,,고객 불만 또는 품질 클레임의 처리율을 관리하는가?,,,CUSTOMER_COMPLAINT_CLOSE
,,S8-04,,,제품/서비스 안전성 평가 적용 범위를 관리하는가?,,,PRODUCT_SAFETY_COVERAGE
,,S8-05,,,품질관리 시스템 인증 적용률은 얼마인가?,,,EVID_S8_05
,,S8-06,,,NCAP 5-star 획득 차종 비율은 얼마인가?,,,EVID_S8_06
,,S8-07,,,안전 관련 결함 컴플레인 수와 조사 비율은 얼마인가?,,,EVID_S8_07
,,S8-08,,,리콜 차량 수는 얼마인가?,,,EVID_S8_08
,,S8-09,,,고객만족도 조사 점수와 외부기관 평가 결과는 어떠한가?,,,EVID_S8_09
,개인정보·데이터보호,S9-01,개인정보 및 데이터보호,Privacy,개인정보보호 정책과 관리체계(ISMS 등)가 있는가?,,,PRIVACY_POLICY
,,S9-02,,,개인정보 유출·침해 incident를 관리하는가?,,,PRIVACY_BREACHES
,,S9-03,,,개인정보 관련 고객 불만 및 벌금·제재액을 관리하는가?,,,PRIVACY_COMPLAINT_FINE
,개인정보 및 데이터보호,S9-04,,,정보보안 사고 건수는 몇 건인가?,,,EVID_S9_04
거버넌스,이사회·ESG 거버넌스,G1-01,이사회 및 ESG 거버넌스,Governance,이사회 또는 이에 준하는 최고 의사결정기구가 ESG/지속가능경영을 공식 감독하는가?,,,GOV_BOARD
,,G1-02,,,ESG 관련 안건을 연간 몇 회 이상 이사회/위원회에서 검토하는가?,,,GOV_MEETINGS
,,G1-03,,,경영진 차원에서 ESG 추진 책임자와 부서별 역할이 명확히 지정되어 있는가?,,,GOV_RACI
,,G1-04,,,최고 거버넌스기구 구성원의 이해상충 관리 및 독립성 기준이 존재하는가?,,,GOV_COI
,,G1-05,,,이사회와 경영진을 대상으로 ESG 관련 교육이 수행되는가?,,,GOV_TRAINING
,,G1-06,,,임원 보상체계에 ESG 목표 또는 준법 KPI가 연계되어 있는가?,,,GOV_REWARD
,거버넌스·윤리 감독,G1-07,,,준법교육 총 횟수 및 지역/주제/방식별 횟수는 얼마인가?,,,EVID_G1_07
,,G1-08,,,준법교육 방식별 교육시간은 얼마인가?,,,EVID_G1_08
,,G1-09,,,준법 리스크 중점 모니터링 교육 인원은 몇 명인가?,,,EVID_G1_09
,리스크관리·내부통제,G2-01,리스크관리 및 내부통제,Risk,"ESG 리스크·기회 식별, 평가, 대응 프로세스가 전사 리스크관리 체계와 연결되어 있는가?",,,RISK_ERM
,,G2-02,,,법규·규제 준수사항을 관리하는 컴플라이언스 레지스터를 운영하는가?,,,RISK_REGISTER
,,G2-03,,,ESG 데이터 입력·검증·승인에 대한 내부통제 및 공시 검증 절차가 존재하는가?,,,DISCLOSURE_CTRL
,,G2-04,,,"중대한 법규 위반, 제재, 벌금 발생 건수와 금액을 집계하는가?",,,COMPLIANCE_FINE
,,G2-05,,,중대한 ESG incident가 발생했을 때 최고경영진/이사회로 escalation되는 기준과 절차가 있는가?,,,INCIDENT_ESC
,컴플라이언스·제재,G2-06,,compliance,규제기관 기준 개인정보 사고 제재 건수는 몇 건인가?,,,EVID_G2_06
,,G2-07,,,표시/광고 위반 건수는 몇 건인가?,,,EVID_G2_07
,,G2-08,,,환경 관련 위반 건수는 몇 건인가?,,,EVID_G2_08
,,G2-09,,,환경 관련 과태료 및 벌금액은 얼마인가?,,,EVID_G2_09
,윤리·부패방지,G3-01,윤리경영 및 부패방지,Ethics,행동규범/윤리규범과 부패방지 정책이 수립되어 전 임직원 및 주요 협력사에 적용되는가?,,,ETHICS_CODE
,,G3-02,,,부패·윤리 교육의 실시 여부와 이수율을 관리하는가?,,,ETHICS_TRAIN
,,G3-03,,,부패·사기·제3자 리스크 평가를 수행하는가?,,,ETHICS_RISK
,,G3-04,,,확정된 부패·뇌물·사기 incident 건수와 징계/해고 조치를 관리하는가?,,,ETHICS_INCIDENT
,,G3-05,,,익명 제보와 보복금지를 보장하는 whistleblowing 채널이 운영되는가?,,,WB_CHANNEL
,,G3-06,,,"whistleblowing 제보 접수건수, 종결률, 평균 처리기간을 집계하는가?",,,WB_METRIC
,공급망·거래관행·공공정책,G4-01,공급망·거래관행 및 공공정책,Business Conduct,공급업체 선정·평가·계약 과정에서 윤리/준법 요건을 반영하는가?,,,PROCURE_POLICY
,,G4-02,,,표준 지급조건과 실제 지급일을 관리하여 중소 협력사 대금지급 관행을 점검하는가?,,,PAYMENT_DAYS
,,G4-03,,,"정치후원, 협회 활동, 공공정책 참여 및 로비 활동을 관리·공개하는가?",,,PUBLIC_POLICY
,,G4-04,,,"세무 거버넌스, 세무 리스크 관리, 책임있는 조세 원칙이 수립되어 있는가?",,,TAX_POLICY
,공급망·거래관행 및 공공정책,G4-05,,,협회/정치/비과세 단체 후원 지출은 얼마인가?,,,EVID_G4_05
,공시·데이터 거버넌스,G5-01,공시통제 및 데이터 거버넌스,Data Governance,"ESG 데이터 항목별 owner, 산식, 단위, 증빙연결키가 정의되어 있는가?",,,DATA_DICT
,,G5-02,,,"증빙자료 보관기간, 버전관리, 변경이력 추적(audit trail) 체계를 운영하는가?",,,AUDIT_TRAIL
,,G5-03,,,내부검증 또는 제3자 assurance 대상 지표와 범위를 정의하는가?,,,ASSURANCE_PLAN
